province_id,province_name,bws_raw,baseline_stress_score,sev_raw,seasonal_variability_score,iav_raw,interannual_variability_score,gtd_raw,groundwater_stress_score,drr_raw,drought_hazard_score,rfr_raw,flood_hazard_score,combined_risk_score
TUR.59_1,Mugla,0.5623028630344556,3.420225133389019,0.31906195188627856,0.9571858556588356,0.3526778497499207,1.410711398999683,0.147838,1.073919,0.5514916129933062,2.7574580649665306,0.00560295381513927,2.6465804913298268,1.9190228817804067
TUR.5_1,Aksaray,2.0809071805063097,4.843588810061396,0.2943238697902239,0.882971609370672,0.3390481764306409,1.3561927057225636,0.147838,1.073919,0.659953385692716,3.2997669284635798,0.0027217586336440035,1.7465573950590543,2.2203234265088225
TUR.60_1,Mus,0.327360185221767,1.956030738733493,0.7128750622291455,2.1386251866874364,0.43446087937235434,1.7378435174894173,-0.010557975940267719,1.073919,0.5468738870153916,2.734369435076958,0.0046486804795342574,2.3024520809982003,1.907166080482284
TUR.61_1,Nevsehir,0.9147546356849966,3.9993617889221427,0.40288660051075803,1.208659801532274,0.3337184636317892,1.3348738545271568,0.14783799999999997,1.073919,0.6692637627305914,3.3463188136529562,0.002162562965909782,1.3495989815264304,2.063458598444105
TUR.62_1,Nigde,1.802997983544718,4.730646133322617,0.44577573029794204,1.3373271908938258,0.3610693635379642,1.4442774541518568,0.147838,1.073919,0.624212105497013,3.121060527485065,0.006033001969041711,1.5579437757897137,2.3047403385467486
TUR.63_1,Ordu,0.046397910311137554,0.0011385870971648226,0.30377292884162216,0.9113187865248666,0.21092404137340479,0.8436961654936195,0.13699047660011834,1.073919,0.630650103208401,3.1532505160420046,0.012641138304095306,3.7579765169261186,1.0052299493394203
TUR.64_1,Osmaniye,1.4352420976120053,4.822815828761063,0.6587948309230597,1.9763844927691794,0.43244504831363023,1.729780193254521,0.03190289999999999,,0.5826126555064687,2.913063277532343,0.002940363669154379,1.8819192934028062,2.7793503307195855
TUR.65_1,Rize,0.047316794988969645,0.0,0.29647467281223616,0.8894240184367087,0.2058617946441742,0.8234471785766969,0.147838,1.073919,0.6253281792380757,3.1266408961903784,0.011603759058697236,3.730965362250096,0.991058065405881
TUR.66_1,Sakarya,0.10806116251013718,1.0324772672313545,0.4211660366536024,1.2634981099608071,0.3367617298053538,1.3470469192214152,0.0074455037790453855,,0.5974408354108778,2.9872041770543882,0.005726510631604264,2.745917566428309,1.4503722092240718
TUR.67_1,Samsun,0.2537006893951185,1.4290911676115525,0.37206427462758423,1.116192823882753,0.30968101412481963,1.238724056499279,0.09841170779434695,1.0739190000000003,0.6476910087999621,3.238455043999811,0.013841483005364065,3.244704761857849,1.4854393748644998
TUR.68_1,Sanliurfa,2.3738181732760237,2.9548422461507324,0.47509778398287905,1.425293351948637,0.5380784838506,2.1523139354024,0.13026400941115163,1.0739189999999998,0.6876862118254173,3.438431059127087,0.0018363137604342286,1.3425883968843386,2.0661659743761565
TUR.69_1,Siirt,0.18749162002015396,1.8837880409863976,0.5553700553938229,1.6661101661814683,0.4056753336576684,1.6227013346306736,-0.013921199999999996,,0.48584753853124185,2.4292376926562094,0.003155849335017113,2.0140789284170633,1.795265342019102
TUR.6_1,Amasya,0.3152691216333612,2.475506061541162,0.38105430627326664,1.1431629188198,0.29320302029616774,1.172812081184671,-0.0032515576917230473,1.073919,0.6643716756081702,3.3218583780408504,0.005986905640358491,2.728667244472013,1.7102679917934622
TUR.70_1,Sinop,0.19084485282245833,1.769196883053354,0.36661818052061096,1.0998545415618333,0.2719221016614968,1.0876884066459873,0.005091131135436412,1.073919,0.559714725815206,2.79857362907603,0.006948556305272879,2.872383598816158,1.4778596595585554
TUR.71_1,Sirnak,0.154255350994735,1.1846456866837785,0.6401398563809195,1.920419569142759,0.48641296528309197,1.9456518611323679,-0.008379481098062322,,0.5655160761148017,2.8275803805740085,0.005041003670471106,2.6439427077097992,1.8338851111513876
TUR.72_1,Sivas,0.5352381566550127,2.730495460029044,0.42331431825915117,1.269942954777454,0.3292528706245274,1.3170114824981096,0.10081379317000623,1.0739189999999998,0.618516153993332,3.092580769966661,0.0019725561903797422,1.2341516574522287,1.7340231260398324
